review_id,category,period_bin,year,title,sentence,counts_as_category,notes,teacher_reasoning,work_id,uid,sent_id
77,divine_teleology,1870_1889,1872,The natural history of birds: a popular introduction to ornithology,"SUCH are the feathered tribes; thus widely are they spread through every region, whether to ornament the loveliness of Nature, or fulfil, each in its separate sphere of usefulness, the will of H1M who sends them forth on their respective missions. Before the curtain falls on this grand spectacle, we may remark how very simple are the means employed to obtain such infinite results, such strange diversity of forms, of habits, and of instincts CONCLUSION. 445",,,Birds are here defined by purposes they serve—ornamenting nature and fulfilling a 'sphere of usefulness'—and those purposes are explicitly tied to 'the will of HIM who sends them forth.' That makes the passage divine teleology.,13605,bhl_48286,1592
78,divine_teleology,1870_1889,1872,The natural history of birds: a popular introduction to ornithology,"The females lay their eggs, which are generally numerous, upon the ground in some sheltered situation. The young are usually able to run as soon as they leave the egg; but at night, or on the approach of danger, they shelter themselves under the wing of their mother. The Galline may be generally described as being that Order more especially set apart by their Great Creator for the service of man. Hence they are more easily domesticated than any other birds; their flesh is the most palatable and their fecundity the greatest.",,,"This explicitly defines the order Gallinae by a purpose, 'for the service of man,' and explicitly grounds that purpose in 'their Great Creator.' That satisfies both requirements for divine_teleology.",13605,bhl_48286,980
79,divine_teleology,1870_1889,1872,Fourteen weeks in zoology,"Being an air-breathing animal, it must come quickly to the surface; hence its tail * is flattened horizontally instead of vertically, that a rapid stroke may throw up the head. Its skin consists of interlaced fibres, among which the fat is diffused to the depth, in some instances, of two feet,f forming the “blubber.” A wise Creator adapted this thick, nonconducting, India-rubber-like coating to withstand the tremendous pressure of the water { and to protect the body from the freezing cold. § To keep the water out of the Jungs when diving, the blowholes are provided with valves that, like a cork in a bottle, close more firmly the greater the pressure outside.",,,"The whale is described in terms of what its parts are for, and the blubber's protective function is explicitly attributed to 'A wise Creator.' That combination of function and divine adaptation makes this divine_teleology.",54964,bhl_115591,199
80,divine_teleology,1870_1889,1874,The life and habits of wild animals,"As we look upon their structure, so adapted to the life they are destined to live, so wonderfully fitted to the sphere they are formed to fill, how limitless appears the resources of Creative Power, which, having bestowed upon the land its countless forms of beauty, brings to the deep its own creatures made to dwell amid the mighty waves, or to sport over their everchanging surface!",,,"The creatures are described as 'adapted,' 'fitted,' and 'made to dwell' in a particular sphere, which is purposive language about what they are for. That purpose is explicitly tied to 'Creative Power,' making this divine teleology.",56211,bhl_116960,130
81,divine_teleology,1870_1889,1875,Elements of zoölogy : a textbook,"CONCLUDING REMARKS. 497 or a Radiate, or a Mollusk, or an Articulate, or a Vertebrate, so clearly, that by patient study, the student of nature is able to refer every one of to-day, and of by-gone ages, to its appropriate type — we are impressed with the great truth, that in the Animal Kingdom — and it is so in all nature — there is the greatest possible diversity, and that in this diversity there is perfect unity ; and hence we are forced to believe that all the animals of the past, and all those of the present, have appeared in accordance with a plan wrought out in the Divine Mind before the foundation of the world.",,,"This explicitly claims that all animals appear according to a plan in the Divine Mind, grounding the order of animal life in divine intention. That is precisely divine teleology, not a merely structural observation.",1749,bhl_16827,1211
82,divine_teleology,1870_1889,1876,"The history of creation, or, The development of the earth and its inhabitants by","The organic species, the various conceptions of which we have above designated as the real centre of dispute in the opposed views of creation, is looked upon by Agassiz, as by Cuvier and Linnzeus, as a form unchangeable in all its essential characteristics. The species may indeed change AGASSIZ ON CREATION, 63 and vary within certain narrow limits; never in essential qualities, but only in unessential points. No new species could ever proceed from the changes or varieties of a species. Not one of all organic species, therefore, is ever derived from another, but each individual species has been separately created by God. Each individual species, as Agassiz expresses it, is “an embodied creative thought ” of God.",,,"The species are characterized as divine creations and specifically as 'an embodied creative thought of God,' which makes their being grounded in divine intellect. This is more than causal creation alone because it identifies what species are in relation to God's thought.",45871,bhl_99235,142
83,divine_teleology,1870_1889,1878,"The bee and white ants, their manners and habits; with illustrations of animal i","The young bee just emerged from the cell, sets about the highly geometrical process of constructing its complicated hexagonal comb, and accomplishes its work with as much facility and perfection as the oldest inhabitant of the hive. 3. Instinct operates sometimes, but not invariably, by the intervention of physical appetite. Thus animals seek food, and the union of the sexes, not with the purposes which Nature designs to attain by these acts, but for the mere pleasure attending the gratification of appetite and passion. This pleasure is the bait which the Creator throws out to allure them to do what is indispensable for the preservation of the individual and the continuance of the species.",,,"The passage explicitly states the purpose of animal appetites—preservation of the individual and continuation of the species—and attributes that purposive arrangement to ""the Creator."" That combines function with divine design, making it DT.",54571,bhl_115164,657
84,divine_teleology,1870_1889,1878,"American ornithology, or, The natural history of the birds of the United States ","Le Brunet, Burr. 1v., 138.—Le Pingon de Virginie, Briss. 111., 165.—Cowpen-bird, Caress. 1., 84.—Larn. 11., 269.—Arct. Zool. 11., p. 371, No. 241.—Sturnus stercorarius, BartRAM, p. 291.t 3 THERE is one striking peculiarity in the works of the great Creator, which becomes more amazing the more we reflect on it; namely, that he has formed no species of animals so minute, or obscure, that are not invested with certain powers and peculiarities, both of outward conformation and internal faculties, exactly suited to their pursuits, sufficient to distinguish them from all others; and forming for them a character solely and exclusively their own.",,,"This explicitly says the 'great Creator' formed species of animals with powers and conformations 'exactly suited to their pursuits.' That combines purposive fit with divine authorship, satisfying both conditions for divine teleology.",7986,bhl_116911,2048
85,divine_teleology,1870_1889,1878,"The bee and white ants, their manners and habits; with illustrations of animal i","Instinct operates sometimes, but not invariably, by the intervention of physical appetite. Thus animals seek food, and the union of the sexes, not with the purposes which Nature designs to attain by these acts, but for the mere pleasure attending the gratification of appetite and passion. This pleasure is the bait which the Creator throws out to allure them to do what is indispensable for the preservation of the individual and the continuance of the species. Thus, although animals seek food to satisfy hunger, the act is still instinctive.",,,"The passage says animal appetites function to preserve the individual and continue the species, and explicitly attributes this purposive arrangement to 'the Creator.' That makes it divine_teleology rather than merely functional NDT.",54571,bhl_115164,658
86,divine_teleology,1870_1889,1878,"American ornithology, or, The natural history of the birds of the United States ","Heaven has wisely and graciously given to these birds rapidity of flight, and a disposition to range over vast uncultivated tracts of the earth; otherwise they must have perished in the districts where they resided, or devoured up the whole productions of agriculture, as well as those of the forests.",,,"The passage explicitly says 'Heaven' gave these birds traits for a purpose: so they would survive and not devastate agriculture. That satisfies both purpose and divine grounding, making it divine teleology rather than mere functional description.",7986,bhl_49596,2965
87,divine_teleology,1870_1889,1879,Our own birds; a familiar natural history of the birds of the United States,"With them commences the fourth order, Scansores or Zygodactyli, the Climbers, If we examine closely, we will find that the peculiarities of conformation of this order are very marked, and display in a wonderful degree the wisdom of the Creator in supplying His creatures with means precisely adapted to their wants. The food of the Woodpecker consists principally of insects and their eggs, which are deposited beneath the bark of decayed trees. In order to obtain these, it is gifted with a large, heavy looking, hammer-shaped head, and rather a long, sharp-pointed, and powerful bill, with which it strips away the bark by repeated blows, until it has uncov132 INSESSORES.",,,"The woodpecker's conformation is described as precisely adapted to its needs, and that adaptation is explicitly attributed to ""the wisdom of the Creator."" Because the passage combines organ function with divine design, it is divine teleology rather than mere non-divine functionalism.",1187,bhl_49591,251
88,divine_teleology,1870_1889,1880,"The wonders of the great deep, or, The physical, animal, geological, and vegetab","This is a very remarkable instance of the Divine care over the little creatures which rear these solid structures; they appear to be endowed with an instinctive knowledge, that if the reef were carried uninterruptedly along from one point to another, so as completely to shut in the lagoon, the water within would soon become unfit to support their existence, and would ultimately be dried up.",,,"The animals are said to be under ""Divine care"" and endowed so that their behavior preserves conditions needed for life. That combines purpose with explicit divine grounding, satisfying both conditions for divine teleology.",55316,bhl_115979,386
89,divine_teleology,1870_1889,1880,"Natural history of British fishes; their structure, economic uses and capture by","It will be perfectly impossible to understand aright the natural habits of the salmon unless we regard them from the proper point of view, viz., that the goings and comings of these curious migratory creatures are independent of human interference, and that they simply obey the Divine laws which have been laid down for them from the beginning of time. In the whole history of the salmon we may discern a wonderful order and foresight on the part of the Creator. The parent fish run up the rivers when the floods are coming down. These floods enable them to reach the only places which are fit for the hatching out of their ova.",,,"The salmon's behavior is explicitly interpreted as obeying 'Divine laws' and displaying the Creator's 'order and foresight,' while their migration serves the end of reaching places fit for hatching ova. That combines purpose with divine grounding, so it is divine_teleology.",14756,bhl_51206,874
90,divine_teleology,1870_1889,1880,"The wonders of the great deep, or, The physical, animal, geological, and vegetab","The head of one of these little creatures ‘exhibits a most astonishing display of the wisdom of God in creation. Around the mouth are placed six tentacles, each of which is covered with about three thousand red specks, which are seen by the microscope to be transparent cylinders, each containing about twenty little suckers, capable of being thrust out, and adapted for seizing and holding their minute prey.",,,"The second sentence gives the animal parts a clear purpose ('adapted for seizing and holding their minute prey'), and the first explicitly frames the structure as displaying 'the wisdom of God in creation.' Because both purposiveness and divine grounding are present, this is divine_teleology.",55316,bhl_115979,226
91,divine_teleology,1870_1889,1883,"Illustrated natural history : comprising descriptions of animals, birds, fishes,","The weight, when full grown, is that of a duck; and when it stands erect, it is five feet high. As it is aquatic, its feet are webbed ; Providence uniformly adapting creatures to their nature and mode of life. The flesh is delicate, and much resembles that of a partridge. The luxurious ancient gormandizing Romans knew the excellence of this bird for the purposes of the table, and held it in great estimation.",,,"This explicitly attributes an animal trait ('its feet are webbed') to purposive fitting by 'Providence' to the creature's mode of life. That satisfies both function/purpose and divine grounding, making it divine teleology rather than mere functional adaptation.",55416,bhl_116092,1007
92,divine_teleology,1870_1889,1883,"Illustrated natural history : comprising descriptions of animals, birds, fishes,","Considering the magnitude of the animal, its eyes are small; its ears are large, hanging down upon the side of its head. As the mouth cannot reach the ground either for eating ur drinking, Providence has furnished it with a most curious and useful member, called a proboscis.",,,"The proboscis is described as a useful member supplied by Providence in order to solve the animal's inability to reach the ground. That gives the animal part a purpose and grounds it in divine provision, satisfying divine teleology.",55416,bhl_116092,597
93,divine_teleology,1870_1889,1885,"Animate creation; popular edition of ""Our living world"" a natural history","We must follow the order of creation, and as far as our perceptions will permit, begin where the Creator began. We shall then find that no animal leads an isolated existence, for the minutest atom of animated life which God has enfranchised with an individual existence, forms, though independent in itself, an integral and necessary portion of His ever-changing yet eternal organic universe.",,,"The passage characterizes every animal as an 'integral and necessary portion' of God's organic universe, so animals are defined by a purposefully ordered place within a divine whole. This is not mere divine causation, because it asserts the animal's role in a divinely ordered system.",1241,bhl_207559,20
94,divine_teleology,1870_1889,1889,Toilers in the sea,"The lower portion has been left unoccupied, for it has become too straight for the tail, which has grown with the worm’s growth ; and the upper portion extends far beyond what may at first seem necessary, but its Creator foresaw that it was needful this lower work of His should be able at pleasure to hide the glories with which He has adorned it, — otherwise too seductive to the enemies that were enticed by the richness of the display. For its tube the worm seldom uses other material than soft mud, but in urgent need fine sand may be partially resorted to.",,,"The passage says the worm's structure was arranged because its Creator foresaw a need: to hide its adornment from enemies. That is a direct attribution of animal form to divine purpose, meeting both criteria for divine_teleology.",29659,bhl_199832,595
95,divine_teleology,1890_1909,1890,Mayhew's Illustrated horse management : containing descriptive remarks upon anat,"That Nature intentionally clothed the horse’s heels with long hair, to keep lowly-organized parts, warm and free from dust, is a fact neither thought of nor cared about. The man, specially retained to look after the quadrupeds, cuts away the provision which was instituted by theSource of all mercy ; then applies cold water to the organs GROOMS. which Wisdom saw reason to shelter, leaving the members to chill and chap, while he retires to his repose.",,,"The horse's hair is explicitly said to exist 'to keep' parts warm and dust-free, and this provision is attributed to 'the Source of all mercy' and 'Wisdom.' That satisfies both purpose and divine grounding.",112333,bhl_196207,694
96,divine_teleology,1890_1909,1895,"Natural history, lore and legend : being some few examples of quaint and by-gone","The celestial bodies, the vegetable and animal kingdoms were formed solely and entirely for man alone, as the centre round which the whole of creation revolved.",,,"The passage explicitly assigns the animal kingdom a purpose, namely existing for man, within a created order. That is a purposive characterization grounded in creation, so it is divine teleology rather than merely non-divine function.",105869,bhl_187211,195
97,divine_teleology,1890_1909,1895,The birds of North America; one hundred and nineteen artistic colored plates rep,"Heaven has wisely and graciously given to these birds rapidity of flight and a disposition to range over vast uncultivated tracts of the earth; otherwise they must have perished in the districts where they resided, or devoured the whole productions of agriculture, as well as those of the - forests.",,,"This sentence attributes specific traits of the birds to Heaven and explains those traits by the end they serve, namely preventing their extinction or agricultural devastation. It therefore combines purpose with divine attribution, satisfying both conditions for divine teleology.",65016,bhl_131600,756
98,divine_teleology,1890_1909,1899,"Rural bird life of England : being essays on ornithology, with instructions for ","Her treasured eggs are on the sandy shore, and the little sand-bird is trying to the utmost those powers which an All-wise Providence leads her to manifest for the safety of her one and all-absorbing care.",,,"The passage characterizes the bird's powers as being manifested for a purpose, namely the safety of her eggs, and explicitly grounds that purposive activity in 'an All-wise Providence.' That satisfies both purpose and divine attribution.",54029,bhl_114602,65
99,divine_teleology,1890_1909,1901,Wild life near home,"The narrow, wide-reaching wings and the long, forked tail are the perfection of lightness, swiftness, and power. A master designed him—saved every possible feather’s weight, bent from stem to stern, and rigged him to outsail the very winds. From the barn to the orchard is no great. journey; but it is the distance between two bird-lands. One must cross the Mississippi basin, the Rocky Mountains, or the Pacific Ocean to find a greater change in bird life than he finds in leaping the bars between the yard and the orchard.",,,"The bird's wings and tail are defined in purposive terms of flight performance, and that purposive fitting is explicitly attributed to a designer: 'A master designed him.' This satisfies both purpose and divine/design grounding, so it is divine_teleology.",54897,bhl_115521,260
100,divine_teleology,1890_1909,1903,"The mammals of Pennsylvania and New Jersey. A biographic, historic and descripti","That they are not always rejected may be seen by examining the lists of stomach contents and pellets or rejects of several species of hawks and owls. Some cats and dogs will eat them. The most offensive males may be generally rejected, and I doubt not this odor has a deterrent effect upon would-be offenders, acting as a preservative of the species. ‘The more I observe and inquire into the economy of the large mole shrew the more I am convinced that it is locally the most potent factor in preserving the economic equilibrium among the smaller mammalia which the Creator established as conserving the highest good of the greatest number.",,,"The large mole shrew is characterized by its role in 'preserving the economic equilibrium' among smaller mammals, and that equilibrium is explicitly said to be established by 'the Creator.' This combines function with divine plan, so it is DT.",14624,bhl_50686,1310
101,divine_teleology,1890_1909,1904,Denizens of the deep,"The amazing thing is that every individual of the countless millions feels the same impulse, obeys it at the same moment, and needs no other guide. ‘For the sake of the humans who depend upon them, it is a wonderfully valuable dispensation of Providence which compels them to seek the surface and the comparatively shallow waters near the shore to spawn, since otherwise it would be perfectly impossible to catch them.",,,This sentence assigns the animals' spawning behavior a purpose—benefiting humans who depend on them—and explicitly attributes that arrangement to 'Providence.' That is a clear case of divinely grounded purpose.,55720,bhl_116425,795
102,divine_teleology,1890_1909,1905,The wonders of life; a popular study of biological philosophy,"The energy of the plasm is wholly or partly subject to the immaterial vital force, which controls and directs the physical and chemical forces of the living matter. 3. The general regularity in the organization and in the vital processes it accomplishes is the outcome of conscious creation; it can only be explained by intelligent immaterial forces which are not subject to the law of substance. 4. All the various functions of organisms have been produced by design, the historical evolution (or phyletic transformation) being directed to a preconceived ideal end. 5.",,,"These sentences explicitly attribute the organization and functions of organisms to 'conscious creation' and 'design' directed to an 'ideal end.' That grounds organismal purpose in an intelligent immaterial creator, which is divine_teleology.",54540,bhl_115132,80
103,divine_teleology,1890_1909,1906,The animal life of our seashore. With special reference to the New Jersey coast ,"coast are inhabited by hermit crabs, which in many cases, possibly, obtained possession through the right of force of arms. Be this as it may, it is certain that the hermit has been providentially provided for, and that it has much to offer by way of gratitude to the dog-whelks.",,,"The passage characterizes the hermit crab's condition as something 'providentially provided for,' which attributes the animal's arrangement to divine purpose rather than mere description. This is more than causal creation language because it presents the animal as intentionally provided for.",55549,bhl_116234,43
104,divine_teleology,1890_1909,1908,Design in nature illustrated by spiral and other arrangements in the inorganic a,"Perhaps no better examples of the Creator’s continued presence in His work can be supplied than are afforded by the fertilisation of plants, and the organs and accessories used in this important function. These organs and accessories include the preparation of the male and female elements on the same or on different plants ; the direction and control of air currents ; the employment and guidance of insects and other animals as media for carrying and mixing the generative ingredients, &c.",,,"The extract explicitly attributes biological arrangements to 'the Creator’s continued presence' and describes organs and animals as used in an important function. That combines purposive language with divine grounding, satisfying both conditions for divine_teleology.",56768,bhl_117594,2466
105,divine_teleology,1890_1909,1908,Design in nature illustrated by spiral and other arrangements in the inorganic a,"He provides the rhythms and the intelligence, be it little or great, required by His creatures to fulfil their mission in life. To the spider, the bee, the ant, and the bird He guarantees the precise amount of intelligence for the due discharge of the duties assigned to them. Instinct always implies reason, and there must be a master mind behind animals to make sure that their acts never miscarry.",,,"The passage explicitly says these animals have duties assigned to them and that a master mind ensures they fulfill them, combining purposive animal roles with divine/intelligent ordination. That satisfies both conditions for divine teleology.",56768,bhl_117594,1653
106,divine_teleology,1890_1909,1908,Design in nature illustrated by spiral and other arrangements in the inorganic a,"Plants and animals are adapted to their habitats by the Great Designer, but they have also, up to a point, a power of adaptation in themselves. The rhinoceros was originally and is now a typical tropical or semi-tropical smooth-skinned pachyderm. When it migrated northwards, which it did at one period, to a colder climate, it grew hair, and hence the woolly species. The same is true of certain of the elephant tribe, which acted in a precisely similar fashion.",,,"The sentence directly says animals are adapted to habitats by the 'Great Designer,' combining purposive fit with explicit divine agency. The later rhinoceros example elaborates adaptation, but the primary ontological framing is divine teleological.",56768,bhl_117594,2382
107,divine_teleology,1910_1929,1911,Extinct monsters and creatures of other days : a popular account of some of the ,"However many ages ago it it was, whether millions or billions of years ago, that these primeval inhabitants of the world enjoyed their existence, the same unbroken laws of nature—the visible expressions of a Divine and All-powerful Will—were at work, fulfilling His purposes as now. Flesh and blood were then what they are now, and fulfilled the same functions. Bones grew then as they grow nowadays. ‘To those bones were attached muscles which expanded and contracted just as muscles do now. Wings were used for flying, fins and paddles for swimming, legs for walking, teeth for masticating food, just as they are now.",,,"The passage explicitly says natural laws and the animal world were 'fulfilling His purposes,' thereby attributing purpose to a divine will. The sentences about flesh, blood, and bones also characterize animal parts by their functions, but the divine grounding makes this DT rather than NDT.",40362,bhl_48937,115
108,divine_teleology,1910_1929,1911,The evolution of animal intelligence,"While it may not be necessary to define a term so well known as instinct, it may not be without interest to quote the following definitions which have been given by various writers: “We may call the instincts of animals those faculties implanted in them by the Creator, by which, independent of instruction, observation or experience, and without a knowledge of the end in view, they are all alike impelled to the performance of certain actions tending to the well being of the individual and the preservation of the species.’’— Kirpy anp Spence, Introduction to Entomology, 1858.",,,This defines animal instincts as faculties implanted by the Creator and directed toward ends: individual well-being and species preservation. It therefore combines purposive characterization with explicit divine grounding.,56034,bhl_116773,262
109,divine_teleology,1910_1929,1914,The American natural history; a foundation of useful knowledge of the higher ani,"The most wonderful feature of the Naked Bat is yet to be noticed. On seeing this species for the first time, one’s first thought is, how do the young bats cling to the parents during flight? Nature, ever wise and provident, has answered this question by placing under each arm of this bat a deep, wide pocket of rubber-like skin, in which the young are carried until they are able to fly! The mouth of this pocket is on a line between the elbow and the knee, and it extends upward and backward, over the entire shoulder, quite to the back-bone, where the two sacs are separated by a thin partition of skin.",,,"The pouch is explicitly characterized by the purpose it serves, carrying the young, and that purposive arrangement is attributed to 'Nature, ever wise and provident.' This personified, providential grounding makes the passage divine_teleology rather than merely functional NDT.",54676,bhl_118855,481
110,divine_teleology,1910_1929,1916,Studies in animal behavior,"2O Studies in Animal Behavior is expressed in the title of an earlier treatise Instinctus brutorum existensis Del, eiusdemque sapientissimi, indicem, issued in 1725. The wonderful instincts of animals cannot be explained on the basis of acquired habits ; they are innate endowments, perfectly adapted to secure the welfare of the individual animal or its progeny, and hence an irrefragable testimony to the wisdom and beneficence of the Creator.",,,"The extract states that animal instincts are 'adapted to secure the welfare' of animals and their offspring, clearly assigning them a purpose. It then grounds that purposiveness in 'the wisdom and beneficence of the Creator,' so this is divine teleology rather than mere evidence-talk alone.",57101,bhl_15705,36
111,divine_teleology,1910_1929,1916,What is instinct? Some thoughts on telepathy and subconsciousness in animals,"Why, we may ask, should feathers not be used in both cases, or in neither case, when the habits and mode of life of these two species is practically the same? We may feel sure, however, that this arrangement is not without design; when understood, nature’s adaptations are always purposeful. Again we marvel, how can the one bird know that in her case feathers must be collected and placed for a lining, and in the other that feathers must not be taken inside the nest ? Such knowledge in these tiny creatures is not of themselves, acquired, but spontaneous—of the Absolute.",,,"The birds' nesting behavior is said to be ""not without design"" and their adaptations ""always purposeful,"" with the knowledge attributed to ""the Absolute."" This is a clear claim of purposive animal arrangement grounded in a divine source, so DT.",54246,bhl_114829,86
112,divine_teleology,1910_1929,1916,Studies in animal behavior,"They grow without knowing it; they desire nothing; they know nothing, and if they act Animal Psychology, the Old and the New 17 with address, and in a manner that indicates intelligence, it is because God, in making them for selfpreservation, has constituted their bodies in such a way that they withdraw organically and without knowing it from all that can destroy them and that they seem to fear.”",,,"The passage says animals were made ""for selfpreservation"" and explicitly attributes that purpose to God. It therefore satisfies both conditions for divine teleology: purpose and divine grounding.",57101,bhl_117972,26
113,divine_teleology,1910_1929,1919,The natural history of South Africa ...,"away in the wild countries uninhabited by man, or at most, peopled by a few primitive savages, these animals are still fulfilling the mission for which the Creator evolved them.",,,"The passage explicitly says that ""these animals"" are fulfilling a ""mission"" and grounds that purpose in ""the Creator,"" satisfying both purpose and divine attribution. This is therefore divine teleology rather than merely a claim that God caused animals to exist.",54692,bhl_115304,336
114,divine_teleology,1910_1929,1922,Fur facts,"CHAPTER II AMERICAN FURS ARE POPULAR ALL OVER THE WORLD Fur bearing animals were created by a wise Providence for the use and benefit of mankind, and there is nothing that can take the place of furs for warmth, comfort and pleasure. No woman considers herself well dressed today without a piece of fur, and no woman can be really comfortable during the winter season without fur.",,,This explicitly states both that the animals were created by 'wise Providence' and that they exist 'for the use and benefit of mankind.' It therefore satisfies both the purpose and divine-grounding conditions for divine_teleology.,44584,bhl_115798,45
115,non_divine_teleology,1750_1799,1763,A New Accurate System of Natural History 1763: Vol 4,"However he means that the place where _ the heads: of other insekts terminate, in these are prolonged, so as to form the shape of a trunk, which 3 stiff, and never changes its form or position, with. out changing the head jeself. It is at the end of this - lengthened part, that the teeth are placed, or at leaf the instruments by means of which these insects take their nourishment; - One of this fort is the Scorpion Flee, so called, - because the male generally keeps the back part turned up towards the back, like that of 2 Scorpion when it is about to sting.",,,"The mouthparts are characterized functionally as instruments by which the insects take nourishment. That is a direct statement of what the part is for, with no divine grounding.",brookes|new accurate system of natural history 1763 vol,ia_bim_eighteenth-century_a-new-accurate-system-of_brookes-richard-md_1763_4,442
116,non_divine_teleology,1750_1799,1765,"A new system of geography, or a general description of the world: containing a p","The tail of this animal in some measure resembles that of a fox ; it is generally two feet long, almost flat, and covered with hair from fifteen to twenty. inches long ; it is harsh, very strong, and he can move it just as he pleases ; when he turns it upon his back, it entirely covers it, and defends him from the rain, which. he greatly diflikes. The armadillo has his head, body, and tail, covered with a shield of a bony substance, forming most beautiful scales.",,,"The armadillo's tail is characterized by what it does—covering the back and defending the animal from rain. That is a functional account of the organ, with no divine grounding.",fenning|new system of geography or a general description,ia_10807411bsb,2652
117,non_divine_teleology,1750_1799,1771,A new and accurate system of natural history. 1771: Vol 2,"Mee NN Of Birds of the SWalLow kind. B IR D:S.of the Swallow kind are distinguished from others in having a large head, a short bill, and a wide mouth, that it may catch flies more readily when it is upon the wing; the wings are also. very long, their flight fwift, and volible, that they may be able to follow their prey more speedily ; their feet are snort and fall, because they are never „ 8 N N W. a = % \ ""mY +: | eptember, to devour rice, and that both cocks and hens make a short visit together in tho WITT TIO” LSE IOC.",,,"This explicitly defines the swallow kind by the functions its parts serve: mouth for catching flies, wings for pursuing prey, feet shaped by their way of life. The purposive language is not grounded in God, so it is non-divine teleology.",brookes|new and accurate system of natural history 1771,ia_bim_eighteenth-century_a-new-and-accurate-syste_brookes-richard-md_1771_2,604
118,non_divine_teleology,1750_1799,1780,"[Histoire naturelle. English]. Natural history, ... 1780: Vol 2","The form of the nose, and its remarkable. prominency, are peculiar to the human species. Most animals have nostrils separated by a partition ; but none of them have an elevated and advanced nose. Even the apes may be said to have only nostrils; the nose of an ape has the same position as that of a man; but it is so short and flat, that it can hardly be regarded as similar. By this organ, men, and most animals, breathe, and smell odoriferous bodies, Birds have no cartilaginous nostrils ; they have only two holes or pipes for the purposes of | eats and smelling.",,,"The passage characterizes the nose and nostrils by their functions—breathing and smelling. Because the organ is defined through what it is for, without any appeal to divine purpose, this is non-divine teleology rather than mere structural description.",leclerc|natural history 1780 vol 2,ia_bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_2,593
119,non_divine_teleology,1750_1799,1780,"[Histoire naturelle. English]. Natural history, ... 1780: Vol 5","Nat. de la Caroline, p. 76. +, In Louisiana, two species of squirrels are very common ; . the one is entirely similar. to those of France; the other has a little more of the ash-colour, and between the two fore-feet there is a membrane, by means of which they spring from one tree to another at considerable distances z Mem. fur la. | Louise bane, p. 81. | + The flying squirrels have received their denomination from their faculty of leaping from one tree to another, at the distance of above twenty-five or thirty feet.",,,"The class is identified by a functional capacity—its faculty of moving between trees by leaping/gliding. That is a functional characterization of what these squirrels are, with no divine grounding.",leclerc|natural history 1780 vol 5,ia_bim_eighteenth-century_histoire-naturelle-eng_leclerc-georges-louis-_1780_5,730
120,non_divine_teleology,1750_1799,1781,[Synopsis of quadrupeds]. History of quadrupeds ... 1781: Vol 2,"Grins. _ ears | like the human : 5 lessening towards the point: feet strong, and formed for digging : | shape of the body like that of a rat: size of a imail . of a dusky color: the hair rough. | s Guiana.",,,"The animal is characterized in part by a functional claim: its feet are ""formed for digging."" That assigns the body part a purpose without invoking divine design, so it is non_divine_teleology.",pennant|history of quadrupeds 1781 vol 2,ia_bim_eighteenth-century_synopsis-of-quadrupeds_pennant-thomas_1781_2,102
121,non_divine_teleology,1750_1799,1782,"The anatomy of the human bones, nerves, and lacteal sac and duct. By Alexander M","Nay, all the hollow parts of the body, even arteries, veins, &c. seem to be lined with a production of this membrane or one analogous to it, The use of this internal. coat of the stomach of fowls & to defend the more tender parts of that vi/cus from the hard rakes . and little stones those creatures take d . The digestion of these animals is performed merely | ""op attrition, as is evinced by many experiments.",,,"This characterizes a named animal part, the internal coat of the stomach of fowls, by the function it serves: protecting tender parts from hard matter. The purpose is not attributed to God, so it is non-divine teleology rather than divine teleology.",monro|anatomy of the human bones nerves and lacteal,ia_bim_eighteenth-century_the-anatomy-of-the-human_monro-alexander-md-f_1782,653
122,non_divine_teleology,1750_1799,1787,[Description of three hundred animals]. A description of above three hundred ani,"It has two horns, two grow before it, in the plaze where one would think the eyes should be; each of these has four joints, which are fringed with {mall bristles; the head seems round and ""tapering, ending in a sharp nose, which seems to have a'small hole, aud to be the. passage through which he sucks PV the blood. It hath: fix legs, covered with a very | each is divided into fix parts by these joints, and those have several small hairs; and at the end of each leg it has two very useful, claws, being thereby enabled to walk very securely both on the skin and hair.",,,The nose and claws are characterized by their functions: sucking blood and enabling secure walking on skin and hair. These are purposive descriptions of animal parts without any divine attribution.,boreman|description of above three hundred animals viz beasts,ia_bim_eighteenth-century_description-of-three-hu_boreman-thomas_1787,354
123,non_divine_teleology,1750_1799,1790,"The philosophy of natural history. By William Smellie, ... In two volumes. ... 1","When we come to treat of the hostilities of 90 THE PHILOSOPHY of animals, I hope to be able to show, wal Nature, in the formation of rapacious ere. tures, has acted with her usual wisdom, ai that beings of this kind have their uses in thei general system and oeconomy of the univerk As to the herbivorous tribes, or those an. 4 mals which feed upon grain and berg a slight variation of organs produces 0",,,"The key claim is that rapacious creatures 'have their uses in the general system and oeconomy of the universe,' which characterizes these animals by the role they serve. Because this purposive framing is attributed to Nature rather than God, it is non-divine teleology.",smelliewilliammemberoftheroyalsocietyofedinburgh|philosophy of natural history by william smellie in,ia_bim_eighteenth-century_the-philosophy-of-natura_smellie-william-member_1790_1,205
